time,vibration,pressure,temperature,label
0,1.022603601816095,52.45736583874629,38.388092790694046,normal
1,1.0218764670902962,51.66799336788392,38.62543480547485,normal
2,1.0122400139285845,51.637191394219464,38.5678970009153,normal
3,1.0078448259971007,51.581403320523215,38.8980293945142,normal
4,1.0269237373402393,51.82812394498903,39.065811005927365,normal
5,0.993132523116308,52.64044589645898,38.35791641940344,normal
6,1.0451364734693533,52.50334692463123,38.30959511928924,normal
7,1.0174597766711628,51.42715722424747,38.94856410277618,normal
8,1.0126110173947174,51.03436468661422,38.22764159518103,normal
9,1.0013665871510744,51.34939075335049,38.57130186413706,normal
10,1.015871039754622,52.030833972054886,38.43652734486307,normal
11,1.0502989776779699,51.052114722330344,38.61323901156035,normal
12,1.0007650071119614,51.20807752584265,38.70269225282533,normal
13,1.0088935116217865,52.840221910975245,38.22039096827808,normal
14,1.0105805088260298,51.82852938731664,38.14520797460406,normal
15,0.996417101518957,51.81084051672636,38.9054057425649,normal
16,1.0406787617375401,51.45212387979347,38.06216056736008,normal
17,1.0195187769003689,51.332471033736205,37.957013893801935,normal
18,0.9992578170072068,52.17366759520245,37.8944493571249,normal
19,1.0265489742383036,51.65790710517099,38.66340752351745,normal
20,1.0215412168428764,50.67171971401739,39.09229234281904,normal
21,0.9878907836252724,51.769692648335834,38.641731900051326,normal
22,1.0060800731254893,52.43312799722765,38.68478370879491,normal
23,1.0183473573538102,51.10839000595156,38.762822185601316,normal
24,0.9987031157439463,51.53673583534683,38.87163237667987,normal
25,0.9973263427411522,52.08645808931074,38.05014119081348,normal
26,1.0000254904329433,51.33518148679682,38.53216350058062,normal
27,1.0099691901731236,51.18514722407085,38.752935724940365,normal
28,0.9868180333158918,51.15592074598496,38.46429855824471,normal
29,1.0206010311982394,51.93908552066738,38.40363246707319,normal
30,1.053058305592686,52.10115981981995,38.43650708115688,normal
31,1.0108594364647874,51.46231847166143,38.47617112631758,normal
32,1.0291965150673887,51.89113255208913,38.24322416305526,normal
33,0.9959977590363298,51.886817155291865,38.66826724211052,normal
34,0.9762764589808783,51.99270587338485,38.64849354518521,normal
35,0.9891132567482004,52.73259897798596,38.04153498880501,normal
36,1.0501425055778237,51.2326790400858,38.39081779210213,normal
37,1.0126453236181445,51.16678347895416,38.46896653544246,normal
38,1.0245136163003161,51.556082106072644,37.65462733590931,normal
39,0.9941148322099224,52.09040068437412,38.69585156013516,normal
40,1.0205876485680399,51.50949353292227,38.02034142455583,normal
41,1.0211064745643752,51.69698138160079,38.537693636609056,normal
42,0.9989818076638866,51.83256626493169,38.493974052805726,normal
43,1.0231397183036868,52.0600425787676,38.60210140021347,normal
44,1.0292518962439392,52.06770071259235,38.49498953263859,normal
45,0.9841682852776706,51.96997217025911,38.01476466622618,normal
46,1.0164491630442642,51.486921638342665,38.821810613717204,normal
47,1.0057948544760464,51.15911931802014,38.685726319896865,normal
48,1.0473454371454498,50.548223004175334,38.21563352271089,normal
49,1.043646070647755,51.95137390031154,38.5283220295934,normal
50,1.048535738432215,51.36598295822621,38.652985328014616,normal
51,1.0092139230398205,52.297043913522266,38.579231179158334,normal
52,1.0236836779831497,51.38161867399871,38.581875356983005,normal
53,0.9995133702933383,51.59821321775742,38.6345112966508,normal
54,1.0005802356738807,51.14567522499418,38.395038956839876,normal
55,1.0085331624251292,51.33659248362055,38.63697407004469,normal
56,0.9880243173963661,52.77247811709171,38.59559060683635,normal
57,1.0203997756217869,52.32688231368318,38.40450921869587,normal
58,1.032994624730598,51.15022993324712,38.4547710190336,normal
59,1.011845833372838,52.244097465086114,38.453140614685815,normal
60,1.0160302190858528,51.517182166312736,38.09440145237435,normal
61,0.9937171284644222,51.556192192675404,38.33010937246303,normal
62,1.0139664994330866,52.243156272402274,38.46214600161855,normal
63,1.0099889872743182,51.53817917051585,38.10743920421817,normal
64,0.9949061436274426,51.94472981735351,38.479594596370454,normal
65,1.0001318261217467,51.36756838552426,38.37665694782413,normal
66,1.0069414654293531,52.27218001108754,38.531564007259256,normal
67,0.9831729642575635,51.08655972369066,38.79625589778709,normal
68,0.9971368857332895,51.82634027027005,38.31173699177023,normal
69,1.001328773648453,51.177236192599935,38.37469646302601,normal
70,0.9923779296622115,51.97792917723365,38.84691723558937,normal
71,1.041680665034689,51.33752709674404,38.66377856700679,normal
72,1.0112364668631793,52.07532145719117,38.227492272319374,normal
73,0.9958350828882792,51.47022533834565,38.61383589717921,normal
74,1.0381521058856884,51.636763018142425,38.430705688934864,normal
75,1.0511470933987972,51.06499886877906,38.531211753978724,normal
76,1.0115010438772625,51.40541588586952,38.555378344786845,normal
77,0.9893034440229777,51.5353923098949,38.33481101985743,normal
78,0.9921553063302454,51.56890044397949,38.45734160908492,normal
79,0.9872832596235027,51.589516429521446,38.68354371369458,normal
80,1.0049669580812173,51.55711614697804,38.63279981959752,normal
81,1.034257118737658,51.549529531291256,38.493179430785894,normal
82,1.0426174735781997,52.55175291307763,38.071374623278665,normal
83,1.0078351848814946,51.56339225440704,37.90645303057267,normal
84,1.0128022806020909,51.20512127124802,38.50994636173799,normal
85,1.0285237085457468,52.05005317419563,38.48379093498734,normal
86,1.018979498789949,51.68359600210592,38.219286696641305,normal
87,1.0101144193980605,52.03169143635968,38.671283017982844,normal
88,0.9919397968393039,51.868720438798306,38.18152384055721,normal
89,1.0160953511383866,51.37149889525933,38.60422409559595,normal
90,1.0157506864300896,51.978904050339224,38.43175254993608,normal
91,1.0078967517839492,51.290999481193346,38.15731832366966,normal
92,0.9917813679391824,51.00587221490786,38.2060399040536,normal
93,1.035579733819907,51.26992478715502,37.93421563815532,normal
94,1.0189583035563456,52.01669837323735,38.32003503090985,normal
95,1.006029476200512,52.47449143662288,38.75469932115216,normal
96,1.0171156604681288,51.43935858893874,38.29999407667575,normal
97,0.9911742167851557,51.59189936971135,38.29475394527812,normal
98,1.0154807611677559,52.38037531477076,38.46507819996304,normal
99,1.023919221251344,52.3886162541476,38.20039394644596,normal
100,1.033558808289106,53.202779115171126,38.81194105359371,normal
101,1.0238055051586537,51.38612819492861,38.477650899197606,normal
102,1.0216854825955477,52.4321916546112,38.847496944078664,normal
103,1.0023671708596478,50.578118162380676,38.66929904236462,normal
104,1.0425948103086546,51.41240809027458,38.28822082396748,normal
105,0.9794474876043571,51.00126375663995,38.76299806089237,normal
106,1.0042450440362287,52.67838634972797,38.53924671332239,normal
107,1.0366227395311838,52.54640779521297,38.47403844944905,normal
108,1.021564990011186,51.56836605342469,38.635686648423764,normal
109,0.9863883209321925,51.35180691808606,38.202093462579406,normal
110,0.9923739046971427,51.711492519324665,38.345341709888736,normal
111,1.0044749129757922,51.4013508441008,38.68250094474382,normal
112,1.0333521904043186,51.21401248741527,38.598713765773326,normal
113,1.0267517132417574,51.256563257698076,37.78007299252505,normal
114,1.0039895896217863,51.63961877662699,38.402628440935636,normal
115,1.0148116572385728,51.42672901211856,37.971172294717164,normal
116,1.03069348515828,52.19990495195993,38.307329811029774,normal
117,1.030641941473589,51.57870387124178,37.84146405435276,normal
118,1.023953531584204,51.053851156254275,38.26076551585352,normal
119,1.0365311589479524,51.672538762389934,38.57917843356262,normal
120,1.017663547861825,51.85142593835492,37.88812198587886,normal
121,1.0515477296068985,51.386188452823085,37.82923413322804,normal
122,1.0192413628888335,52.164784730865236,38.75359766464551,normal
123,0.9950505059611324,51.79856983854846,38.016556618408565,normal
124,1.0330848903613916,51.931540839079595,38.420442553561244,normal
125,1.0044783912758484,51.19558097382087,38.43710990398157,normal
126,1.0124406499945582,51.15589962847365,38.57437872010961,normal
127,1.0197121236575204,51.60256993864116,38.06133972510781,normal
128,1.0139846548358138,52.62427389764051,38.246568482171824,normal
129,1.0331593800744636,51.19496503405795,38.71549979811429,normal
130,1.0516985909175292,51.53176039656364,38.74210687585617,normal
131,1.0228087608315832,51.257140282763125,38.7613073707588,normal
132,0.9898337241289064,52.256376495495715,38.52359132332669,normal
133,1.0270584834584942,51.14915581120783,38.797565123072786,normal
134,0.9946077820853552,50.95442640466757,38.70073169507051,normal
135,1.0189441043463554,51.995483576115575,38.51927803720003,normal
136,1.003600328413546,52.141291139720025,38.713767641601805,normal
137,1.0145117722593144,51.51899714160511,37.92018234755913,normal
138,1.0240742597259076,51.08129750504015,38.181980782049365,normal
139,1.0176153522058027,51.70985022370817,38.09080283234593,normal
140,1.0057892965396402,52.934684324956194,38.341421957274335,normal
141,1.080248868098092,51.710432488341766,37.99518904660557,normal
142,1.020564007963391,52.54164469242196,38.394376722302226,normal
143,1.0311132176014286,50.32844850681069,38.350858405790945,normal
144,0.9912099917653521,51.89794843289282,38.71438055991987,normal
145,1.0200678937055678,51.66796876772175,38.10849005539865,normal
146,1.0250523040784358,52.19520757413657,38.54758688765545,normal
147,0.9862366351002391,52.21923474037136,38.20029036396714,normal
