time,vibration,pressure,temperature,label
0,1.0169407239739905,52.20932080147482,41.026465879300034,normal
1,0.9908542108210174,51.86485454426071,40.76905935855733,normal
2,0.9935553094924776,52.14572874895117,40.34847978876557,normal
3,1.0042149986170694,52.36953086204242,40.41022208511079,normal
4,1.0107920298489235,52.45932497674281,40.742938528704954,normal
5,1.015197391206614,51.46478008549564,40.39552976541332,normal
6,1.0148269185598489,50.930269577603354,39.928257191355854,normal
7,1.0200019730306238,52.543472485533954,40.81457405478983,normal
8,1.0078769753964583,52.058213855033145,40.471170081863,normal
9,0.9985387419975794,51.69869721695188,40.12209582459137,normal
10,1.0069316693010095,51.8446439909032,40.63725940201744,normal
11,1.0054971299957833,52.306782931322246,40.09018183830021,normal
12,1.0108747134890086,52.13896853432677,40.5137000891886,normal
13,1.0229991329295498,52.024412911557754,40.637815019617236,normal
14,0.9944934940769642,51.854712142238725,40.872441506266405,normal
15,0.9805933775836919,51.82982766241697,40.475122839877635,normal
16,1.0166423599969623,51.645786237486824,40.78553838663133,normal
17,1.0095624614198264,52.020046310004545,40.72669108660405,normal
18,1.014671723046104,52.943953161350414,40.85635657681432,normal
19,1.0346908217856225,52.076121289808896,40.95181778751937,normal
20,1.0163180204416356,51.51342125164679,40.23738535630908,normal
21,1.0163207631591584,52.03879436123532,40.563578689322554,normal
22,1.0348717328950243,51.68794586905641,40.485879758622715,normal
23,1.0348579907397721,50.6225155053116,40.318391891293196,normal
24,1.021078758954892,51.504996236123134,40.983318730103775,normal
25,0.9940452008887432,51.48366417092966,40.585435854621565,normal
26,1.0263533738050774,51.03424241387684,40.463245723117275,normal
27,1.0034692040223092,51.79237161066607,40.30907662923329,normal
28,1.0286438686338695,52.271612300706536,40.81524514756978,normal
29,0.9919228851395954,51.8331818062092,40.679968589419424,normal
30,1.0229692938147206,51.800424582239984,40.840972301995365,normal
31,1.0349793531582812,51.125861060193856,40.51330501350337,normal
32,0.9959374030767006,51.475206696479766,40.23902016329678,normal
33,1.0287988788920466,52.030372421269824,40.95320941647453,normal
34,0.9947109488806793,51.561266488163284,40.27004739883097,normal
35,1.0032772215996193,51.65521013965601,40.734497070961545,normal
36,1.0000750013486994,52.274954920893336,40.82203148384084,normal
37,1.0268010695520382,52.54932779341686,40.00071416163052,normal
38,1.047505865781986,51.43774914413136,41.301205441810396,normal
39,0.9897926585511986,52.320064959142414,39.97768787220865,normal
40,1.0168312027450364,51.18928894529121,40.55378700300624,normal
41,0.9866261421470475,50.98490780715166,40.79092005644586,normal
42,0.999212422567148,51.73256190400603,40.698784741964644,normal
43,0.9981207569850031,51.55671873609929,40.95888161243692,normal
44,1.0336130123226994,51.99614882141824,40.82155621929466,normal
45,0.9900061312593992,51.8443474813346,40.57150691097059,normal
46,1.0361797529963412,51.47679717596252,40.67059825039828,normal
47,1.0272587784732479,51.75647108383527,40.74274759928986,normal
48,1.0387416010808208,52.51038294025237,40.04359821851808,normal
49,1.0062717342887841,50.92756758136266,40.725972284102674,normal
50,1.0172258572446784,51.79834555515637,40.362562015341446,normal
51,1.0385191923169246,51.76104479292124,41.02606712675449,normal
52,0.9879638417009082,51.32438791535068,40.93379025737255,normal
53,1.0019383971370204,52.34570901311826,40.06927398792748,normal
54,0.9922570171626964,52.11859025060389,40.78873421005495,normal
55,0.9880565812371372,52.0250341174893,40.56891410989558,normal
56,1.0097735191432615,51.777345975847126,40.302568406986545,normal
57,1.0197308186162128,52.304256640878975,40.661234366144974,normal
58,0.981317549742012,51.77696397002985,40.40532497032202,normal
59,0.9981086117441721,51.57183424729059,41.07858942844096,normal
60,0.9786938564755652,52.05129053055364,40.620500230938276,normal
61,0.9860443454005604,51.60947903086478,40.355744429000765,normal
62,1.0234932669134493,51.85276405516677,40.89182319679345,normal
63,1.046125939208649,51.83372179917103,41.03915267152257,normal
64,1.0235779762483792,52.66709988133576,40.276750561041275,normal
